word,pos,level,url,uk_audio,us_audio,definition,origin
on the beach,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/beach_1#beach_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bea/beach/beach__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bea/beach/beach__us_1.mp3,"an area of sand or small stones (calledshingle), next to the sea or a lake","mid 16th cent. (denoting shingle on the seashore): perhaps related to Old Englishbæce,bece‘brook’ (an element that survives in place names such as Wisbechand Sandbach), assuming an intermediate sense ‘pebbly river valley’."
opposed to sth,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/opposed#opposed_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/opp/oppos/opposed__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/o/opp/oppos/opposed__us_3.mp3,disagreeing strongly with something and trying to stop it,N/A
other than,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/other_1#other_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/oth/other/other__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/o/oth/other/other__us_2.mp3,used to refer to people or things that are additional or different to people or things that have been mentioned or are known about,"Old Englishōther, of Germanic origin; related to Dutch and Germanander, from an Indo-European root meaning ‘different’."
ordinary people,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/ordinary#ordinary_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/ord/ordin/ordinary__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/o/ord/ordin/ordinary__us_1_rr.mp3,not unusual or different in any way,"late Middle English: the noun partly via Old French; the adjective from Latinordinarius‘orderly’ (reinforced by Frenchordinaire), fromordo,ordin-‘order’."
ought to,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/ought-to#oughtto_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/oug/ought/ought_to_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/o/oug/ought/ought_to_1_us_1.mp3,used to say what is the right thing to do,N/A
on the basis of sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/basis#basis_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bas/basis/basis__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bas/basis/basis__us_2.mp3,the way things are organized or arranged; how often something happens,"late 16th cent. (denoting a base or pedestal): via Latin from Greek, ‘stepping’. Compare with the nounbase."
one or two,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/one_1#one_sng_22,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/one/one__/one__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/o/one/one__/one__us_1.mp3,the number 1,"Old Englishān, of Germanic origin; related to Dutcheenand Germanein, from an Indo-European root shared by Latinunus. The initialwsound developed before the 15th cent. and was occasionally represented in the spelling; it was not accepted into standard English until the late 17th cent."
on TV,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/television#television_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tel/telev/television__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/t/tel/telev/television__us_1.mp3,a piece of electrical equipment with a screen on which you can watch programmes with moving pictures and sounds,early 20th cent.: fromtele-‘at a distance’ +vision.
on the phone,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/phone_1#phone_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pho/phone/phone__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pho/phone/phone__us_1.mp3,a piece of equipment for talking to people who are not in the same place as you,"nounsense 5 mid 19th cent.: from Greekphōnē‘sound, voice’."
on time,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/time_1#,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tim/time_/time__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/t/tim/time_/time__us_1.mp3,"what is measured in minutes, hours, days, etc.","Old Englishtīma, of Germanic origin; related totide, which it superseded in temporal senses. The earliest of the current verb senses (dating from late Middle English) is ‘do (something) at a particular moment’."
on the wall,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/wall_1#wall_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wal/wall_/wall__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/w/wal/wall_/wall__us_1.mp3,"a long, solid structure that rises straight up from the ground, made of stone,brickorconcrete, that surrounds, divides or protects an area of land","Old English, from Latinvallum‘rampart’, fromvallus‘stake’."
on the part of sb,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/part_1#part_sng_23,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/par/part_/part__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/par/part_/part__us_1.mp3,some but not all of a thing,"Old English (denoting a part of speech), from Latinpars,part-. The verb (originally in Middle English in the sense ‘divide into parts’) is from Old Frenchpartir, from Latinpartire,partiri‘divide, share’."
on top of sth/sb,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/top_1#top_sng_22,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/top/top__/top__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/t/top/top__/top__us_1.mp3,the highest part or point of something,"nounsenses 1 to 9 late Old Englishtopp(noun), of Germanic origin; related to Dutchtop‘summit, crest’.nounsense 10 late Old English, of unknown origin."
one day,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/day#day_sng_30,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/day/day__/day__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/day/day__/day__us_1.mp3,a period of 24 hours,"Old Englishdæg, of Germanic origin; related to Dutchdagand GermanTag."
or two,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/two#two_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/two/two__/two__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/t/two/two__/two__us_1.mp3,2,"Old Englishtwā(feminine and neuter) of Germanic origin; related to Dutchtweeand Germanzwei, from an Indo-European root shared by Latin and Greekduo. Compare withtwain."
or something,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/or_1#or_sng_9,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/or_/or__g/or__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/o/or_/or__u/or__us_2_rr.mp3,used to introduce another possibility,"Middle English: a reduced form of the obsolete conjunctionother(which superseded Old Englishoththe‘or’), of uncertain ultimate origin."
on the way,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/way_1#way_sng_65,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/way/way__/way__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/w/way/way__/way__us_1.mp3,"a method, style or manner of doing something","Old Englishweg, of Germanic origin; related to Dutchwegand GermanWeg, from a base meaning ‘move, carry’."
pay attention,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/attention_1#attention_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/att/atten/attention__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/att/atten/attention__us_1.mp3,"the act of listening to, looking at or thinking about something/somebody carefully; interest that people show in somebody/something","late Middle English: from Latinattentio(n-), from the verbattendere, fromad-‘to’ +tendere‘stretch’."
over there,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/over_2#over_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/ove/over_/over__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/o/ove/over_/over__us_1.mp3,"across a street, an open space, etc.","Old Englishofer, of Germanic origin; related to Dutchoverand Germanüber, from an Indo-European word (originally a comparative of the element represented by-oveinabove) which is also the base of Latinsuperand Greekhuper."
or so,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/or_1#or_sng_8,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/or_/or__g/or__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/o/or_/or__u/or__us_2_rr.mp3,used to introduce another possibility,"Middle English: a reduced form of the obsolete conjunctionother(which superseded Old Englishoththe‘or’), of uncertain ultimate origin."
participate in sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/participate#participate_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/par/parti/participate__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/par/parti/participate__us_1.mp3,to take part in or become involved in an activity,"late 15th cent.: from Latinparticipat-‘shared in’, from the verbparticipare, based onpars,part-‘part’ +capere‘take’."
phone call,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/phone-call#phonecall_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pho/phone/phone_call_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pho/phone/phone_call_1_us_1.mp3,the act of speaking to somebody on the phone,N/A
phone number,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/phone-number#phonenumber_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pho/phone/phone_number_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pho/phone/phone_number_1_us_1.mp3,"the number of a particular phone, that you use when you make a call to it",N/A
on the street,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/street_1#street_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/str/stree/street__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/str/stree/street__us_1.mp3,a public road in a city or town that has houses and buildings on one side or both sides,"Old Englishstrǣt, of West Germanic origin, from late Latinstrāta (via)‘paved (way)’, feminine past participle ofsternere‘lay down’."
post office,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/post-office#postoffice_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pos/post_/post_office_1_gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pos/post_/post_office_1_us_4.mp3,"a place where you can buy stamps, send letters, etc.",N/A
police station,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/police-station#policestation_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pol/polic/police_station_1_gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pol/polic/police_station_1_us_1.mp3,the office of a local police force,N/A
over the years,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/year#year_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/y/yea/year_/year__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/y/yea/year_/year__us_1.mp3,"the period from 1 January to 31 December, that is 365 or 366 days, divided into 12 months","Old Englishgē(a)r, of Germanic origin; related to Dutchjaarand GermanJahr, from an Indo-European root shared by Greekhōra‘season’."
police officer,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/police-officer#policeofficer_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pol/polic/police_officer_1_gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pol/polic/police_officer_1_us_3.mp3,a member of the police,N/A
on the one hand,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/hand_1#hand_sng_51,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/han/hand_/hand__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/han/hand_/hand__us_1.mp3,"the part of the body at the end of the arm, including the fingers andthumb","Old Englishhand,hond, of Germanic origin; related to Dutchhandand GermanHand."
plan for sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/plan_1#plan_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pla/plan_/plan__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pla/plan_/plan__us_1.mp3,something that you intend to do or achieve,"late 17th cent.: from French, from earlierplant‘ground plan, plane surface’, influenced in sense by Italianpianta‘plan of building’. Compare withplant."
point out,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/point-out#point_sng_62,N/A,N/A,to stretch your finger out towards somebody/something in order to show somebody which person or thing you are referring to,N/A
per hour,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/per#per_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/per/per__/per__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/per/per__/per__us_1.mp3,"used to express the cost or amount of something for each person, number used, distance travelled, etc.","Latin, ‘through, by means of’; partly via Old French."
prior to,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/prior_1#prior_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/prior/prior__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pri/prior/prior__us_1.mp3,happening or existing before something else or before a particular time,"adjectiveearly 18th cent.: from Latin, literally ‘former, elder’, related toprae‘before’."
public transport,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/public-transport#publictransport_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pub/publi/public_transport_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pub/publi/public_transport_1_us_1.mp3,"the system of buses, trains, etc. provided by the government or by companies, which people use to travel from one place to another",N/A
prepared to do sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/prepared#prepared_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/prepa/prepared__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/prepa/prepared__us_5.mp3,ready and able to deal with something,N/A
pretty much,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/near_3#pretty_sng_13,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nea/near_/near__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nea/near_/near__us_1.mp3,at a short distance away,"Middle English: from Old Norsenær‘nearer’, comparative ofná, corresponding to Old Englishnēah‘nigh’."
over the course of…,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/course_1#course_sng_14,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cou/cours/course__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cou/cours/course__us_1.mp3,a series of lessons or lectures on a particular subject,"Middle English: from Old Frenchcours, from Latincursus, fromcurs-‘run’, from the verbcurrere."
pick sb/sth up,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/pick-up#pick_sng_91,N/A,N/A,"to get better, stronger, etc.; to improve",N/A
out there,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/there_1#there_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/there/there__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/t/the/there/there__us_1.mp3,used to show that something exists or happens,"Old Englishthǣr,thērof Germanic origin; related to Dutchdaarand Germanda, also tothatandthe."
put sth together,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/put-together#put_sng_230,N/A,N/A,to make or prepare something by fitting or collecting parts together,N/A
pretty good,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/pretty_1#pretty_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/prett/pretty__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/prett/pretty__us_3.mp3,to some extent; fairly,"Old Englishprættig; related to Middle Dutchpertich‘brisk, clever’, obsolete Dutchprettig‘humorous, sporty’, from a West Germanic base meaning ‘trick’. The sense development ‘deceitful, cunning, clever, skilful, admirable, pleasing, nice’ has parallels in adjectives such ascanny, fine, nice, etc."
out of sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/out_1#out_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/out/out__/out__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/o/out/out__/out__us_1.mp3,away from the inside of a place or thing,"Old Englishūt(adverb),ūtian(verb), of Germanic origin; related to Dutchuitand Germanaus."
point of view,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/point-of-view#pointofview_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/poi/point/point_of_view_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/poi/point/point_of_view_1_us_1.mp3,the particular attitude or opinion that somebody has about something,N/A
prime minister,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/prime-minister#primeminister_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/prime/prime_minister_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pri/prime/prime_minister_1_us_1.mp3,the main minister and leader of the government in some countries,N/A
primary school,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/primary-school#primaryschool_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/prima/primary_school_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pri/prima/primary_school_1_us_1.mp3,a school for children between the ages of 4 or 5 and 11,N/A
prove to be sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/prove#prove_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/prove/prove__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pro/prove/prove__us_1.mp3,"to use facts, evidence, etc. to show that something is true","Middle English: from Old Frenchprover, from Latinprobare‘test, approve, demonstrate’, fromprobus‘good’."
play with sb/sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/play_1#play_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pla/play_/play__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pla/play_/play__us_1.mp3,"to do things for pleasure, as children do; to enjoy yourself, rather than work","Old Englishpleg(i)an‘to exercise’,plega‘brisk movement’, related to Middle Dutchpleien‘leap for joy, dance’."
quite a…,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/quite#quite_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/q/qui/quite/quite__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/q/qui/quite/quite__us_1.mp3,to some degree,"Middle English: from the obsolete adjectivequite, variant ofquit."
put sth forward,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/put-forward#put_sng_168,N/A,N/A,to suggest yourself/somebody as a candidate for a job or position,N/A
ranging from,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/range_2#range_sng_14,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/ran/range/range__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/ran/range/range__us_1.mp3,"to vary between two particular amounts, sizes, etc., including others between them","Middle English (in the sense ‘line of people or animals’): from Old Frenchrange‘row, rank’, fromrangier‘put in order’, fromrang‘rank’. Early usage also included the notion of ‘movement over an area’."
put sth on,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/put-on_1#put_sng_193,N/A,N/A,to give somebody the phone so that they can talk to the person at the other end,N/A
rather than,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/rather_1#rather_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rat/rathe/rather__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/rat/rathe/rather__us_1.mp3,"used to mean ‘fairly’ or ‘to some degree’, often when you are disappointed, surprised or expressing slight criticism","Old Englishhrathor‘earlier, sooner’, comparative ofhræthe‘without delay’, fromhræth‘prompt’, of Germanic origin."
raise money,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/raise_1#raise_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rai/raise/raise__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/rai/raise/raise__us_1.mp3,to lift or move something to a higher level,Middle English: from Old Norsereisa; related to the verbrear.
put it,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/put#put_sng_10,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/put/put__/put__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/put/put__/put__us_1.mp3,to move something into a particular place or position,"Old English (recorded only in the verbal nounputung), of unknown origin; compare with dialectpote‘to push, thrust’ (an early sense of the verbput)."
potential for sth,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/potential_2#potential_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pot/poten/potential__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pot/poten/potential__us_3.mp3,the possibility of something happening or being developed or used,"late Middle English: from late Latinpotentialis, frompotentia‘power’, frompotent-‘being able’, from the verbposse. The noun dates from the early 19th cent."
pay for sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/pay_1#pay_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pay/pay__/pay__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pay/pay__/pay__us_1.mp3,"to give somebody money for work, goods, services, etc.","Middle English (in the sense ‘pacify’): from Old Frenchpaie(noun),payer(verb), from Latinpacare‘appease’, frompax,pac-‘peace’. The notion of ‘payment’ arose from the sense of ‘pacifying’ a creditor."
reaction to sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/reaction#reaction_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rea/react/reaction__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/rea/react/reaction__us_2.mp3,"what you do, say or think as a result of something that has happened","mid 17th cent.: fromreact+-ion, originally suggested by medieval Latinreactio(n-), fromreact-‘done again’, from the verbreagere."
on the other hand,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/hand_1#hand_sng_51,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/han/hand_/hand__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/han/hand_/hand__us_1.mp3,"the part of the body at the end of the arm, including the fingers andthumb","Old Englishhand,hond, of Germanic origin; related to Dutchhandand GermanHand."
refer to sb/sth,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/refer-to#refer_sng_7,N/A,N/A,to mention or speak about somebody/something,N/A
quite a lot,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/quite#quite_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/q/qui/quite/quite__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/q/qui/quite/quite__us_1.mp3,to some degree,"Middle English: from the obsolete adjectivequite, variant ofquit."
over time,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/time_1#time_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tim/time_/time__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/t/tim/time_/time__us_1.mp3,"what is measured in minutes, hours, days, etc.","Old Englishtīma, of Germanic origin; related totide, which it superseded in temporal senses. The earliest of the current verb senses (dating from late Middle English) is ‘do (something) at a particular moment’."
relate to sth/sb,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/relate-to#relate_sng_6,N/A,N/A,to be connected with something/somebody; to refer to something/somebody,N/A
relevant to sb/sth,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/relevant#relevant_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rel/relev/relevant__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/rel/relev/relevant__us_1.mp3,closely connected with the subject you are discussing or the situation you are in,"early 16th cent. (as a Scots legal term meaning ‘legally pertinent’): from medieval Latinrelevant-‘raising up’, from Latinrelevare."
role model,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/role-model#rolemodel_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rol/role_/role_model_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/rol/role_/role_model_1_us_1.mp3,a person that people admire and try to copy,N/A
put sth up,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/put-up#put_sng_236,N/A,N/A,"to show a particular level of skill,determination, etc. in a fight or contest",N/A
reasons why,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/reason_1#reason2_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rea/reaso/reason__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/rea/reaso/reason__us_4.mp3,a cause or an explanation for something that has happened or that somebody has done,"Middle English: from Old Frenchreisun(noun),raisoner(verb), from a variant of Latinratio(n-), from the verbreri‘consider’."
really like,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/like_3#like_sng_12,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lik/like_/like__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lik/like_/like__us_1.mp3,"to find somebody/something pleasant, attractive or of a good enough standard; to enjoy something","verbOld Englishlīcian‘be pleasing’, of Germanic origin; related to Dutchlijken."
quality of life,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/quality-of-life#qualityoflife_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/q/qua/quali/quality_of_life_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/q/qua/quali/quality_of_life_1_us_1.mp3,"the level of health, comfort and happiness that a particular person or group has",N/A
rely on sb/sth,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/rely-on#rely_sng_3,N/A,N/A,to need or depend on somebody/something,N/A
really enjoy,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/enjoy#enjoy_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/enj/enjoy/enjoy__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/enj/enjoy/enjoy__us_1.mp3,to get pleasure from something,"late Middle English: from Old Frenchenjoier‘give joy to’ orenjoïr‘enjoy’, both based on Latingaudere‘rejoice’."
respect for sb/sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/respect_1#respect_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/res/respe/respect__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/res/respe/respect__us_1.mp3,a strong feeling of approval of somebody/something because of their good qualities or achievements,"late Middle English: from Latinrespectus, from the verbrespicere‘look back at, regard’, fromre-‘back’ +specere‘look at’."
